,_time,_measurement,machine,Current_1,Current_2,Current_3,Power_Factor,Power_kVA,Power_kVAR,Power_kW,Voltage_1,Voltage_2,Voltage_3
130,2024-01-10 15:18:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.85826110839844,0.0,0.0
131,2024-01-10 15:19:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.9925994873047,0.0,0.0
132,2024-01-10 15:19:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.72702026367188,0.0,0.0
133,2024-01-10 15:20:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.8050079345703,0.0,0.0
134,2024-01-10 15:20:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.98031616210938,0.0,0.0
135,2024-01-10 15:21:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.8524627685547,0.0,0.0
136,2024-01-10 15:21:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0635528564453,0.0,0.0
137,2024-01-10 15:22:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.86923217773438,0.0,0.0
138,2024-01-10 15:22:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.90382385253906,0.0,0.0
139,2024-01-10 15:23:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.157958984375,0.0,0.0
140,2024-01-10 15:23:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.7780303955078,0.0,0.0
141,2024-01-10 15:23:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.988525390625,0.0,0.0
142,2024-01-10 15:24:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.83770751953125,0.0,0.0
143,2024-01-10 15:24:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.1413116455078,0.0,0.0
144,2024-01-10 15:25:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.7726287841797,0.0,0.0
145,2024-01-10 15:25:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.71360778808594,0.0,0.0
146,2024-01-10 15:26:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.90672302246094,0.0,0.0
147,2024-01-10 15:26:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.7989959716797,0.0,0.0
148,2024-01-10 15:27:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.24537658691406,0.0,0.0
149,2024-01-10 15:27:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.80609130859375,0.0,0.0
150,2024-01-10 15:28:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.8895721435547,0.0,0.0
151,2024-01-10 15:28:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.63955688476562,0.0,0.0
152,2024-01-10 15:29:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.758544921875,0.0,0.0
153,2024-01-10 15:29:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5856475830078,0.0,0.0
154,2024-01-10 15:29:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.08966064453125,0.0,0.0
155,2024-01-10 15:30:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.54957580566406,0.0,0.0
156,2024-01-10 15:30:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.7152099609375,0.0,0.0
157,2024-01-10 15:31:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.67796325683594,0.0,0.0
158,2024-01-10 15:31:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.9348907470703,0.0,0.0
159,2024-01-10 15:32:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.81394958496094,0.0,0.0
160,2024-01-10 15:32:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.45587158203125,0.0,0.0
161,2024-01-10 15:33:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.67013549804688,0.0,0.0
162,2024-01-10 15:33:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.71932983398438,0.0,0.0
163,2024-01-10 15:33:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.58778381347656,0.0,0.0
164,2024-01-10 15:34:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.46934509277344,0.0,0.0
165,2024-01-10 15:34:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.71148681640625,0.0,0.0
166,2024-01-10 15:35:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5699462890625,0.0,0.0
167,2024-01-10 15:35:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.57041931152344,0.0,0.0
168,2024-01-10 15:36:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.39186096191406,0.0,0.0
169,2024-01-10 15:36:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.28103637695312,0.0,0.0
170,2024-01-10 15:37:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.64947509765625,0.0,0.0
171,2024-01-10 15:37:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.6168212890625,0.0,0.0
172,2024-01-10 15:38:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.79302978515625,0.0,0.0
173,2024-01-10 15:38:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.65121459960938,0.0,0.0
