,_time,id,count
420,2023-09-18 02:25:00+00:00,line_1,
421,2023-09-18 02:30:00+00:00,line_1,
422,2023-09-18 02:35:00+00:00,line_1,
423,2023-09-18 02:40:00+00:00,line_1,
424,2023-09-18 02:45:00+00:00,line_1,
425,2023-09-18 02:50:00+00:00,line_1,
426,2023-09-18 02:55:00+00:00,line_1,
427,2023-09-18 03:00:00+00:00,line_1,
428,2023-09-18 03:05:00+00:00,line_1,
429,2023-09-18 03:10:00+00:00,line_1,
430,2023-09-18 03:15:00+00:00,line_1,
431,2023-09-18 03:20:00+00:00,line_1,
432,2023-09-18 03:25:00+00:00,line_1,
433,2023-09-18 03:30:00+00:00,line_1,
434,2023-09-18 03:35:00+00:00,line_1,
435,2023-09-18 03:40:00+00:00,line_1,
436,2023-09-18 03:45:00+00:00,line_1,
437,2023-09-18 03:50:00+00:00,line_1,
438,2023-09-18 03:55:00+00:00,line_1,
439,2023-09-18 04:00:00+00:00,line_1,
440,2023-09-18 04:05:00+00:00,line_1,
441,2023-09-18 04:10:00+00:00,line_1,
442,2023-09-18 04:15:00+00:00,line_1,
443,2023-09-18 04:20:00+00:00,line_1,
444,2023-09-18 04:25:00+00:00,line_1,
445,2023-09-18 04:30:00+00:00,line_1,
446,2023-09-18 04:35:00+00:00,line_1,
447,2023-09-18 04:40:00+00:00,line_1,
448,2023-09-18 04:45:00+00:00,line_1,
449,2023-09-18 04:50:00+00:00,line_1,
450,2023-09-18 04:55:00+00:00,line_1,
451,2023-09-18 05:00:00+00:00,line_1,
452,2023-09-18 05:05:00+00:00,line_1,
453,2023-09-18 05:10:00+00:00,line_1,
454,2023-09-18 05:15:00+00:00,line_1,
455,2023-09-18 05:20:00+00:00,line_1,
456,2023-09-18 05:25:00+00:00,line_1,
457,2023-09-18 05:30:00+00:00,line_1,
458,2023-09-18 05:35:00+00:00,line_1,
459,2023-09-18 05:40:00+00:00,line_1,
460,2023-09-18 05:45:00+00:00,line_1,
461,2023-09-18 05:50:00+00:00,line_1,
462,2023-09-18 05:55:00+00:00,line_1,
463,2023-09-18 06:00:00+00:00,line_1,
464,2023-09-18 06:05:00+00:00,line_1,
465,2023-09-18 06:10:00+00:00,line_1,
466,2023-09-18 06:15:00+00:00,line_1,
467,2023-09-18 06:20:00+00:00,line_1,
468,2023-09-18 06:25:00+00:00,line_1,
469,2023-09-18 06:30:00+00:00,line_1,
470,2023-09-18 06:35:00+00:00,line_1,
471,2023-09-18 06:40:00+00:00,line_1,
472,2023-09-18 06:45:00+00:00,line_1,
473,2023-09-18 06:50:00+00:00,line_1,
474,2023-09-18 06:55:00+00:00,line_1,
475,2023-09-18 07:00:00+00:00,line_1,
476,2023-09-18 07:05:00+00:00,line_1,22.0
477,2023-09-18 07:10:00+00:00,line_1,
478,2023-09-18 07:15:00+00:00,line_1,
479,2023-09-18 07:20:00+00:00,line_1,48.0
480,2023-09-18 07:25:00+00:00,line_1,
481,2023-09-18 07:30:00+00:00,line_1,
482,2023-09-18 07:35:00+00:00,line_1,58.0
483,2023-09-18 07:40:00+00:00,line_1,16.0
484,2023-09-18 07:45:00+00:00,line_1,
485,2023-09-18 07:50:00+00:00,line_1,
486,2023-09-18 07:55:00+00:00,line_1,
487,2023-09-18 08:00:00+00:00,line_1,
488,2023-09-18 08:05:00+00:00,line_1,
489,2023-09-18 08:10:00+00:00,line_1,
490,2023-09-18 08:15:00+00:00,line_1,
491,2023-09-18 08:20:00+00:00,line_1,
492,2023-09-18 08:25:00+00:00,line_1,
493,2023-09-18 08:30:00+00:00,line_1,
494,2023-09-18 08:35:00+00:00,line_1,
495,2023-09-18 08:40:00+00:00,line_1,
496,2023-09-18 08:45:00+00:00,line_1,
497,2023-09-18 08:50:00+00:00,line_1,
